metro_area_city,median_listing_price,active_listing_count,median_days_on_market,new_listing_count,price_increased_count,price_reduced_count,pending_listing_count,average_listing_price,total_listing_count,year
"dubois, pa",114063.6905,251.5,99.58333333,57,0,40,41.91666667,162524.1201,293.4166667,2019
"dubuque, ia",266593.4524,210,73.29166667,70,1.666666667,54.66666667,62.75,313044.9222,272.75,2019
"duluth, mn-wi",201137.5,1631.666667,95.33333333,411.3333333,4.666666667,296.3333333,455.6666667,282107.387,2087.333333,2019
"dumas, tx",176201.7857,63,77.04166667,19.33333333,0,4.666666667,3.75,190611.0441,66.75,2019
"duncan, ok",111247.6191,286.25,96.04166667,58.33333333,0.333333333,41,3.666666667,159469.5549,289.9166667,2019
"dunn, nc",235212.1012,570.4166667,75.91666667,184,10.33333333,128,256.0833333,240843.1082,826.5,2019
"durango, co",540376.3393,614.25,102.5,130,2.666666667,108,110.4166667,799672.0713,724.6666667,2019
"durant, ok",224901.1488,114.8333333,61.125,43,1,12.66666667,58.75,286707.9925,173.5833333,2019
"durham-chapel hill, nc",392761.994,1555.75,65.83333333,628,59.66666667,477,588,478716.8797,2143.75,2019
"dyersburg, tn",151675,113.3333333,82.04166667,23.66666667,0,19.33333333,15.25,168971.0375,128.5833333,2019
"eagle pass, tx",149723.2143,210.4166667,149.875,32,1,15.66666667,11.66666667,170352.8291,222.0833333,2019
"east stroudsburg, pa",183854.1667,1587.916667,87.08333333,417.6666667,7,326,391.75,218913.277,1979.666667,2019
"easton, md",560917.7976,366.5,120,61.66666667,2,62.33333333,31.75,1034466.264,398.25,2019
"eau claire, wi",229016.0893,712,63.125,207,9.333333333,112.3333333,33.91666667,278448.3305,745.9166667,2019
"edwards, co",680888.6905,1069.833333,185.0833333,144.6666667,10.66666667,104.3333333,21.91666667,1815662.799,1091.75,2019
"effingham, il",171517.8571,115.9166667,78.375,24.66666667,0,29.33333333,2.833333333,228680.9534,118.75,2019
"el campo, tx",194969.7143,140,96.375,31.33333333,0,22.66666667,36.75,230205.7065,176.75,2019
"el centro, ca",270305.5357,162.6666667,49.625,76.33333333,3.333333333,44.33333333,84.75,284506.0886,247.4166667,2019
"el dorado, ar",163761.3095,131.5,115.5,22.66666667,0,11,1.666666667,210817.5443,133.1666667,2019
"el paso, tx",190697.6429,2624.083333,71.58333333,808.3333333,118,450.3333333,247.4166667,220703.9376,2871.5,2019
"elizabeth city, nc",257253.5714,525.9166667,93.95833333,105.6666667,1,63.33333333,89.41666667,271658.4337,615.3333333,2019
"elizabethtown-fort knox, ky",210078.5714,602.25,59,211.6666667,4,142.6666667,104.5,227227.7059,706.75,2019
"elk city, ok",147457.1429,197.6666667,139.5,28.66666667,1,31.66666667,0.083333333,174400.713,197.75,2019
"elkhart-goshen, in",198124.4048,328.0833333,53.54166667,153.3333333,4.333333333,111.6666667,38.5,255097.7901,366.5833333,2019
"elkins, wv",169238.0952,107.6666667,137.7916667,15,0.333333333,12.66666667,22.5,201806.4527,130.1666667,2019
"elko, nv",287842.6191,259.5833333,96.08333333,61.33333333,3,49.33333333,104.3333333,306722.9604,363.9166667,2019
"ellensburg, wa",419289.5833,122.75,73.16666667,45.33333333,0.333333333,29.66666667,63.58333333,843122.7472,186.3333333,2019
"elmira, ny",117485.1191,286.3333333,76.08333333,90.66666667,0.666666667,80,141,161370.928,427.3333333,2019
"emporia, ks",138755.9524,76.91666667,60.95833333,29.66666667,0,23.66666667,3.25,168562.2279,80.16666667,2019
"enid, ok",167926.1488,265.4166667,77.41666667,80.33333333,0.333333333,73.33333333,12,205785.6837,277.4166667,2019
"enterprise, al",179888.6488,426.6666667,79.75,105,1.666666667,75.66666667,75,210136.9401,501.6666667,2019
"erie, pa",150592.2798,1097.75,87.875,281.6666667,0.666666667,213.6666667,412.8333333,212992.7498,1510.583333,2019
"escanaba, mi",133711.9048,195.1666667,124.5833333,37.33333333,0,25.33333333,43.58333333,172138.7618,238.75,2019
"espaòola, nm",280412.5,151.0833333,172.2083333,17.66666667,0,16,25.83333333,525734.3951,176.9166667,2019
"eugene, or",387748.5714,712.4166667,50.29166667,356,24.33333333,273.3333333,108,467880.312,820.4166667,2019
"eureka-arcata-fortuna, ca",377169.0476,366.5833333,75.91666667,120.6666667,2.333333333,87,19.66666667,529712.6074,386.25,2019
"evanston, wy",190277.9762,61.08333333,70.5,15.33333333,0,9,0,235812.1926,61.08333333,2019
"evansville, in-ky",163856.4643,866.75,64.66666667,312.6666667,3.666666667,265,49.08333333,208183.236,915.8333333,2019
"fairbanks, ak",224416.6131,382.5833333,63.66666667,128,5,118.6666667,0.75,230969.3838,383.3333333,2019
"fairfield, ia",152368.4524,78.08333333,87.66666667,12.33333333,0,9,18.91666667,211842.8127,97,2019
"fairmont, wv",151054.1667,152.5833333,87.08333333,42.33333333,0,37,69.91666667,177948.5545,222.5,2019
"fallon, nv",279274.1072,71.41666667,62.875,27.66666667,1,17,52.25,304437.2254,123.6666667,2019
"fargo, nd-mn",254701.5238,1201.166667,64.375,375.3333333,17.66666667,308.3333333,5.666666667,301733.1916,1206.833333,2019
"faribault-northfield, mn",294390.4762,205.25,62.29166667,72.66666667,0.333333333,49.33333333,88.25,331049.9292,293.5,2019
"farmington, mo",154453.75,211.0833333,74.5,67,0.333333333,49.33333333,90.83333333,216916.186,301.9166667,2019
"farmington, nm",217696.9821,469.1666667,90.75,94.33333333,0.666666667,80.66666667,0.083333333,260718.0438,469.25,2019
"fayetteville, nc",180161.131,1546.5,70.08333333,528.6666667,26.33333333,299.6666667,986.9166667,206155.2815,2533.416667,2019
"fayetteville-springdale-rogers, ar-mo",283541.0714,2326.25,70.95833333,760.3333333,43,562.3333333,1366.25,380693.6064,3692.5,2019
"fergus falls, mn",254571.4286,360.25,87.41666667,97.33333333,0.333333333,60.66666667,41.25,314190.6832,401.5,2019
"fernley, nv",327640.3631,223.9166667,60.41666667,90.33333333,3,63.66666667,148.75,374619.0668,372.6666667,2019
"findlay, oh",214239.881,186.0833333,52.45833333,90,0,58.66666667,129.9166667,270805.5164,316,2019
"fitzgerald, ga",107737.5,64.66666667,111.5416667,13.66666667,0,10.33333333,1.666666667,123210.2535,66.33333333,2019
"flagstaff, az",398659.6429,383.3333333,86.83333333,103,12,80,124.8333333,543905.0177,508.1666667,2019
"flint, mi",175476.131,1314.083333,55.16666667,518.3333333,16.66666667,441,347.4166667,223963.2623,1661.5,2019
"florence, sc",178275.3571,810.75,88.875,167,9,116.3333333,70.41666667,207766.4163,881.1666667,2019
"florence-muscle shoals, al",189123.8095,732.5833333,86.08333333,183.6666667,4,153.3333333,1.25,256905.9771,733.8333333,2019
"fond du lac, wi",178767.8155,260.5,69.16666667,107.6666667,1,59,161.8333333,246207.7638,422.3333333,2019
"forest city, nc",290862.7441,538,115.0833333,103.3333333,0,88,97.91666667,412589.5056,635.9166667,2019
"forrest city, ar",117230.5952,70.08333333,165.4583333,9.666666667,0,6.333333333,3.166666667,174932.3417,73.25,2019
"fort collins, co",442949.4524,1359.583333,52.625,621.6666667,55,454,931.5833333,557042.6727,2291.166667,2019
"fort dodge, ia",113849.4048,149.3333333,82.08333333,37.66666667,0,32,34.66666667,192683.9283,184,2019
"fort leonard wood, mo",149630.3572,311.9166667,90.125,64,0.666666667,68.66666667,97.25,159776.9215,409.1666667,2019
"fort madison-keokuk, ia-il-mo",104823.2143,219.25,96.75,43.33333333,0,33.66666667,44.66666667,132686.0389,263.9166667,2019
"fort morgan, co",302357.1012,133.6666667,67.16666667,43.66666667,0,38.33333333,73.5,326778.6204,207.1666667,2019
"fort polk south, la",150394.6429,148.5,89.83333333,31,0.333333333,20.33333333,6.75,196844.8157,155.25,2019
"fort smith, ar-ok",161349.4048,1217.416667,83.79166667,299.6666667,6.666666667,219.6666667,38.91666667,240028.6319,1256.333333,2019
"fort wayne, in",208679.7619,751.5,46.70833333,398.6666667,8,252.3333333,71.33333333,265264.9155,822.8333333,2019
"frankfort, in",140239.7976,63.41666667,66.04166667,20.66666667,0.666666667,15.66666667,11.83333333,170124.5052,75.25,2019
"frankfort, ky",207741.0714,252.9166667,70.25,90,1.333333333,73.66666667,156,267190.6283,408.9166667,2019
"fredericksburg, tx",557554.7619,283.8333333,98.58333333,55,0,34.66666667,60.16666667,823902.6589,344,2019
"freeport, il",107237.5,259,84.75,65.66666667,0,52,66.91666667,140733.0754,325.9166667,2019
"fremont, ne",201681.25,91.16666667,46.91666667,43.66666667,0,22.66666667,10.08333333,238682.6693,101.25,2019
"fremont, oh",121918.4524,169.8333333,61.25,62.33333333,0.666666667,47,102.0833333,168897.1791,271.9166667,2019
"fresno, ca",322452.619,1804.666667,47.70833333,868.6666667,42.66666667,566,585.5833333,403452.7684,2390.25,2019
"gadsden, al",171261.6071,465.75,95.70833333,99.66666667,0.333333333,79.33333333,8.416666667,214152.6767,474.1666667,2019
"gaffney, sc",163404.7619,115.5,65.66666667,43.33333333,0,19.66666667,54.33333333,206524.3916,169.8333333,2019
"gainesville, fl",267321.6667,941.4166667,69.04166667,335,28.33333333,231,140.75,354880.4154,1082.166667,2019
"gainesville, ga",318274.3155,2069.083333,76.58333333,599.3333333,80.66666667,537,735.8333333,435843.1874,2804.916667,2019
"gainesville, tx",283699.6905,129.5,76.375,34,0.333333333,34.66666667,47.41666667,363172.371,176.9166667,2019
"galesburg, il",106630.2381,300.5,100.75,52.66666667,0,48.66666667,76.41666667,148971.2367,376.9166667,2019
"gallup, nm",151916.6667,76.66666667,99.33333333,13.33333333,0,8.666666667,7.916666667,192616.9743,84.58333333,2019
"garden city, ks",220350.5952,84.75,66.79166667,23.33333333,0,19.33333333,20.08333333,250520.7319,104.8333333,2019
"gardnerville ranchos, nv",664386.6071,329.1666667,87.875,96.66666667,4.666666667,78,150.5833333,2102881.553,479.75,2019
"georgetown, sc",355630.8333,724.9166667,144.4166667,112.3333333,4.333333333,120.6666667,174.1666667,531589.4248,899.0833333,2019
"gettysburg, pa",257919.7738,322.25,74.45833333,90.33333333,7.333333333,81.66666667,18.91666667,303059.2668,341.1666667,2019
"gillette, wy",216141.6667,260.25,79.79166667,72,1,52.33333333,19.66666667,248640.8636,279.9166667,2019
"glasgow, ky",159975.5952,227.1666667,84.54166667,56.33333333,2,40.66666667,45.91666667,200973.6952,273.0833333,2019
"glens falls, ny",250929.7202,1383.5,136.25,196.6666667,4,174.6666667,390.8333333,425341.5292,1774.333333,2019
"glenwood springs, co",894076.1905,1041.666667,142.125,161.3333333,4,120.3333333,204.25,3295860.827,1245.916667,2019
"gloversville, ny",157308.9286,274.9166667,98.33333333,60.33333333,0.333333333,60.66666667,113.6666667,204426.9844,388.5833333,2019
"goldsboro, nc",184650.5952,312.75,67.125,98.66666667,6,54,88.58333333,193601.3851,401.3333333,2019
"grand forks, nd-mn",207507.1429,503.75,91.95833333,115.3333333,2,107.6666667,29.5,240665.3713,533.25,2019
"grand island, ne",200023.8095,189.5833333,60.625,66.66666667,1,39,10.75,246621.5336,200.3333333,2019
"grand junction, co",348335.1191,797.1666667,60.25,325.3333333,11.33333333,247.3333333,494.3333333,657524.5026,1291.5,2019
"grand rapids-wyoming, mi",287636.8452,2461.833333,48.875,1291.333333,32.66666667,833.3333333,24.41666667,363139.0462,2486.25,2019
"grants pass, or",374051.1905,433.9166667,77.875,121.6666667,1.333333333,127.6666667,10.25,544014.5527,444.1666667,2019
"grants, nm",124886.9286,49.66666667,134.875,6.333333333,0,6,7.666666667,244402.7124,57.33333333,2019
"great bend, ks",113900.5953,151.75,108.0416667,24,0,28.33333333,24.66666667,133201.7122,176.4166667,2019
"great falls, mt",239161.3095,317.6666667,71.20833333,135.3333333,0.666666667,64,71.66666667,304918.8225,389.3333333,2019
"greeley, co",417365.0238,1305.583333,45.58333333,702.6666667,87.33333333,435.3333333,1158.333333,497573.5781,2463.916667,2019
"green bay, wi",261008.9286,871.9166667,71.58333333,315.3333333,4,201,588.0833333,301497.0243,1460,2019
"greeneville, tn",200918.4048,358.5,79.45833333,104,0,71,131.1666667,263244.965,489.6666667,2019
"greenfield town, ma",265586.3095,203.1666667,79.125,60,0.333333333,48,33.16666667,325462.4797,236.3333333,2019
"greensboro-high point, nc",264104.2679,1863.25,66.16666667,734,29.66666667,485.3333333,611,321222.767,2474.25,2019
"greensburg, in",181971.4286,83.83333333,67.29166667,26.33333333,1.333333333,21,33.25,226885.4488,117.0833333,2019
"greenville, ms",118129.7619,108.5833333,126.2916667,12.66666667,0,15,16.66666667,142313.4588,125.25,2019
"greenville, nc",218470.4762,371.5833333,66.5,146,6,77,369.75,244553.4933,741.3333333,2019
"greenville, oh",116446.4286,227.25,79.75,66,1.333333333,50.66666667,76.16666667,155309.8962,303.4166667,2019
"greenville-anderson-mauldin, sc",274032.1429,3863.583333,67.16666667,1358.333333,123,1094,2297.083333,380159.8162,6160.666667,2019
"greenwood, ms",122914.2857,122.75,170.8333333,15.33333333,0,12.33333333,3.333333333,161352.8999,126.0833333,2019
"greenwood, sc",234539.2798,253.75,83.66666667,70.33333333,1,47,81.91666667,303079.5353,335.6666667,2019
"grenada, ms",131761.3095,54.91666667,115.8333333,9.333333333,0,7.666666667,16.08333333,223991.9995,71,2019
"gulfport-biloxi-pascagoula, ms",202795.8036,2018.916667,84.45833333,513.3333333,28.33333333,424.3333333,495.3333333,267264.8731,2514.25,2019
"guymon, ok",174053.5714,2.25,138.8333333,0.333333333,0,0.333333333,0.833333333,179350.1984,3.083333333,2019
"hagerstown-martinsburg, md-wv",235400.8929,1195.25,72.16666667,377,39,306.3333333,217.0833333,265486.3602,1412.333333,2019
"hailey, id",935125,342.4166667,124.0416667,61,2,31.66666667,70.75,1983774.365,413.1666667,2019
"hammond, la",193797.4702,627.4166667,78.5,160.6666667,23,149,260,240835.6236,887.4166667,2019
"hanford-corcoran, ca",264530.3452,401.5833333,49.20833333,179.6666667,4.666666667,119.3333333,124.75,291480.4876,526.3333333,2019
"hannibal, mo",151642.8571,102.5,86.33333333,28.66666667,0.333333333,22.66666667,38.91666667,200824.9967,141.4166667,2019
"harrisburg-carlisle, pa",227994.2678,1473,63.70833333,583,29.66666667,431.6666667,41.58333333,272656.4741,1514.583333,2019
"harrison, ar",167334.5238,273.0833333,117.4166667,52.66666667,0.333333333,34.33333333,7.583333333,239681.7731,280.6666667,2019
"harrisonburg, va",294177.4107,324.4166667,82.75,103.6666667,2.666666667,61.66666667,14,398692.4066,338.4166667,2019
"hartford-west hartford-east hartford, ct",275523.2143,5856.416667,65.875,1627.333333,30.33333333,1349,11.58333333,341076.1337,5868,2019
"hastings, ne",196898.2143,82.25,54.375,35.33333333,0,16.66666667,38,235239.2318,120.25,2019
"hattiesburg, ms",195217.8572,522.5833333,75.79166667,150,2.333333333,104.3333333,209,265395.9662,731.5833333,2019
"hays, ks",148251.7857,151.4166667,90.375,32.66666667,0,26.66666667,36.75,178810.1193,188.1666667,2019
"heber, ut",732095.0298,482.9166667,89.16666667,112.3333333,7.333333333,84.66666667,277.0833333,1150521.195,760,2019
"helena, mt",320638.0952,355.1666667,86.91666667,112,1.666666667,70.33333333,75.83333333,486337.5727,431,2019
"helena-west helena, ar",51656.19048,14.16666667,83.125,3.333333333,0,3.333333333,1.833333333,79742.41259,16,2019
"henderson, nc",158893.8095,67.75,85.875,13.66666667,0,11,17.75,204367.5508,85.5,2019
"hereford, tx",178352.9762,27.16666667,86.95833333,4.333333333,0,3.333333333,8.25,200595.841,35.41666667,2019
"hermiston-pendleton, or",247948.8095,198.4166667,64.04166667,71.33333333,2.333333333,45.33333333,36.25,291100.5886,234.6666667,2019
"hickory-lenoir-morganton, nc",267143.4524,837,79.20833333,268.3333333,5.666666667,209.3333333,368.1666667,355719.059,1205.166667,2019
"hillsdale, mi",164495.8333,170.25,71.125,47.66666667,0,35.33333333,33.83333333,205908.1979,204.0833333,2019
"hilo, hi",473886.7262,1488.916667,93.41666667,346,13.33333333,291,489.5,1039013.952,1978.416667,2019
"hilton head island-bluffton-beaufort, sc",425622.6429,3011,106.1666667,645,35.66666667,664.3333333,1166,646061.6876,4177,2019
"hinesville, ga",173407.3512,683.0833333,71.875,200.6666667,16.66666667,110.3333333,69.41666667,196125.1982,752.5,2019
"hobbs, nm",186556.3095,103.5833333,59.625,42.33333333,0.333333333,15.33333333,93.41666667,224603.6377,197,2019
"holland, mi",300976.7857,331.0833333,63.95833333,121,0,82.33333333,2.416666667,424121.3302,333.5,2019
"homosassa springs, fl",222027.381,1294.5,78.54166667,359.6666667,19.66666667,334,473.6666667,282037.0515,1768.166667,2019
"hood river, or",537934.5238,77.33333333,88.41666667,21.66666667,0.666666667,17.66666667,8.166666667,697539.5203,85.5,2019
"hot springs, ar",243710.1191,1439,86.08333333,332.3333333,8.333333333,224,92.25,328841.7111,1531.25,2019
"houghton, mi",169149.4048,155.75,118.875,30.33333333,0,21.33333333,39.75,225370.7575,195.5,2019
"houma-thibodaux, la",197381.4881,836.25,107.9583333,175.6666667,1.666666667,152,184.4166667,256519.4043,1020.666667,2019
"houston-the woodlands-sugar land, tx",314012.0298,28766.41667,59.29166667,10311.33333,1000.333333,9291,10962,444531.292,39728.41667,2019
"hudson, ny",397864.7976,871.0833333,115.125,136,1.666666667,146.6666667,172.75,657211.4469,1043.833333,2019
"huntingdon, pa",179225,155.8333333,87.75,38.33333333,0.333333333,26.66666667,9.916666667,250011.6941,165.75,2019
"huntington, in",154661.4286,121.75,62.20833333,46.66666667,0.333333333,28.66666667,7.583333333,208864.5652,129.3333333,2019
"huntington-ashland, wv-ky-oh",146108.3333,1686.75,92.29166667,371.6666667,4,295,354.25,200367.2655,2041,2019
"huntsville, al",269891.4583,1527.25,69.79166667,567.3333333,125.3333333,405.3333333,3.833333333,325551.3422,1531.083333,2019
"huntsville, tx",197455.9524,267.1666667,73.08333333,77.33333333,3.666666667,49.33333333,75.66666667,245825.6771,342.8333333,2019
"huron, sd",156901.1905,100.25,98.375,18.66666667,0,17.33333333,0,174416.6127,100.25,2019
"hutchinson, ks",109208.9286,247.3333333,70.91666667,70.33333333,0,57.33333333,86.5,172702.67,333.8333333,2019
"hutchinson, mn",218911.9048,103.0833333,60.875,45.66666667,0.666666667,25.33333333,62.33333333,237096.5581,165.4166667,2019
"idaho falls, id",289658.3333,298.25,44.25,174,4,103,10,382371.4977,308.25,2019
"indiana, pa",136141.6667,311.8333333,121.0833333,56,0.333333333,50,78.41666667,181168.1442,390.25,2019
"indianapolis-carmel-anderson, in",269571.25,5668.083333,58.20833333,2457.666667,77,2133.333333,3800.416667,345595.2841,9468.5,2019
"indianola, ms",93889.88095,21.33333333,71.20833333,5.666666667,0,1.666666667,3.166666667,121293.2402,24.5,2019
"ionia, mi",173857.1429,143.8333333,53.875,60,0.666666667,40,15.33333333,203815.7028,159.1666667,2019
"iowa city, ia",281804.1667,1282.666667,59.70833333,363,5,154.3333333,130.1666667,322414.8091,1412.833333,2019
"iron mountain, mi-wi",144219.6429,189.25,132.5416667,36.66666667,0.333333333,21,48.33333333,206841.516,237.5833333,2019
"ithaca, ny",279092.2619,289.8333333,69.79166667,91,0,64,121.3333333,377281.7203,411.1666667,2019
"jackson, mi",161609.5238,691,56.58333333,212.3333333,5.333333333,147,83.66666667,208803.8696,774.6666667,2019
"jackson, ms",251583.9286,2039.833333,89.375,530.6666667,19.66666667,509,768.25,323483.6665,2808.083333,2019
"jackson, oh",122527.9762,121.25,112.6666667,20.33333333,0,16,14.16666667,165062.3612,135.4166667,2019
"jackson, tn",161735.7143,391.25,73.25,117,2.333333333,77.66666667,174.1666667,219816.9287,565.4166667,2019
"jackson, wy-id",1085690.476,336.6666667,124.625,66,1.333333333,40,94.75,2501435.827,431.4166667,2019
"jacksonville, fl",313403.4702,9012.833333,70,3027,341,3046.333333,5275.333333,441528.2485,14288.16667,2019
"jacksonville, il",126032.6131,220.5833333,95.04166667,33,0,31.66666667,53.41666667,139638.6515,274,2019
"jacksonville, nc",214416.25,1110,69.16666667,416.3333333,65.66666667,219.6666667,866.4166667,285078.6505,1976.416667,2019
"jacksonville, tx",221558.9286,157.8333333,89.625,35.66666667,0,22.33333333,45.25,277136.3982,203.0833333,2019
"jamestown, nd",189513.0952,92.16666667,98.54166667,19.33333333,0,12.66666667,0.916666667,220156.6699,93.08333333,2019
"jamestown-dunkirk-fredonia, ny",139471.9821,518.6666667,83.54166667,129.3333333,1,73,20.75,215953.0627,539.4166667,2019
"janesville-beloit, wi",219164.5179,348.9166667,56.95833333,176,1.333333333,93.33333333,292.1666667,260521.7476,641.0833333,2019
"jasper, in",204592.2619,130.25,77.66666667,36,0,33.66666667,1.25,228740.736,131.5,2019
"jefferson city, mo",174343.8095,540.5833333,64.33333333,176,1,112.6666667,44.91666667,208246.5587,585.5,2019
"jefferson, ga",317494.7024,1222.083333,65.16666667,417.3333333,58,293,544.5833333,393014.5863,1766.666667,2019
"jesup, ga",178550,120.6666667,96.75,27.33333333,0.333333333,19.66666667,3.5,221825.6788,124.1666667,2019
"johnson city, tn",219391.0714,685.3333333,71.58333333,222,3.333333333,170.6666667,324.1666667,301517.4195,1009.5,2019
"johnstown, pa",82573.80952,474.6666667,97.45833333,104,0,120,93.41666667,118934.9425,568.0833333,2019
"jonesboro, ar",199674.4048,731.1666667,65.95833333,218,3,119,3.75,251439.8138,734.9166667,2019
"joplin, mo",156551.8274,902.5833333,61.66666667,316,2.666666667,181.3333333,153.25,194664.2766,1055.833333,2019
"junction city, ks",124008.3333,275.5833333,100.0833333,57,0.333333333,58,8.5,141910.7598,284.0833333,2019
"juneau, ak",403796.4286,93.5,72.33333333,25.33333333,0.333333333,20,13.83333333,405664.8499,107.3333333,2019
"kahului-wailuku-lahaina, hi",950007.2381,1013.5,99.66666667,239.6666667,6,136.6666667,331,2001251.805,1344.5,2019
"kalamazoo-portage, mi",259585.7143,1041,57.41666667,402.3333333,8.333333333,307,28.16666667,357356.9632,1069.166667,2019
"kalispell, mt",497960.0774,988.3333333,117.875,215.6666667,3.666666667,143.6666667,270.5,858768.6789,1258.833333,2019
"kankakee, il",152523.7857,356.5,78.75,108,1.333333333,99.33333333,157.25,185090.0392,513.75,2019
"kansas city, mo-ks",309874.0238,6286,61.33333333,2713,150,1915.666667,2198.666667,377612.6344,8484.666667,2019
"kapaa, hi",923388.8452,438.25,115.5416667,89.33333333,3.666666667,67.66666667,133.1666667,1846276.418,571.4166667,2019
"kearney, ne",219254.1667,157.0833333,69.375,44.33333333,0,34,9.916666667,239301.2408,167,2019
"keene, nh",265798.2143,313.5833333,90.375,92.66666667,0.666666667,53,121.25,334032.0361,434.8333333,2019
"kendallville, in",166542.9762,106.25,61.16666667,36,0.333333333,24.66666667,15.25,247055.8138,121.5,2019
"kennett, mo",88366.07143,54.83333333,65.375,14.66666667,0,6.333333333,2.5,99575.74447,57.33333333,2019
"kennewick-richland, wa",350257.5476,674.9166667,48.375,320.3333333,20.33333333,177.3333333,306.75,388636.4601,981.6666667,2019
"kerrville, tx",490858.8869,464.5833333,93.75,109,1.333333333,69.33333333,88.58333333,852195.9553,553.1666667,2019
"ketchikan, ak",318011.9048,80.41666667,136.625,16.33333333,0,8.333333333,2.583333333,333272.6095,83,2019
"key west, fl",777358.9286,1798.666667,124.25,278.6666667,13.66666667,290.3333333,298.1666667,1436273.274,2096.833333,2019
"kill devil hills, nc",430973.8095,738.0833333,107.4583333,131.3333333,1.333333333,128,176.5,563697.5186,914.5833333,2019
"killeen-temple, tx",226325.9226,1447.416667,54.95833333,613.6666667,33.66666667,336,972.25,263700.6532,2419.666667,2019
"kingsport-bristol-bristol, tn-va",195016.9643,1438.833333,86,383,6.666666667,313.6666667,455.4166667,282086.2632,1894.25,2019
"kingston, ny",325895.375,1303.416667,84.45833333,315.6666667,7.333333333,275.3333333,351,457777.3318,1654.416667,2019
"kingsville, tx",155643.4524,90,83.33333333,21,0.333333333,12.66666667,14.33333333,220743.2608,104.3333333,2019
"kinston, nc",127064.881,117.25,99.79166667,29,0,15.33333333,42.16666667,168543.4115,159.4166667,2019
"kirksville, mo",107270.8333,111.6666667,119.625,24.33333333,0,14.66666667,37.16666667,171536.0692,148.8333333,2019
"klamath falls, or",261858.256,365.4166667,86.29166667,100,1.666666667,87.33333333,12.91666667,337076.3963,378.3333333,2019
"knoxville, tn",290837.5,3129.166667,67.20833333,1091,56,949.3333333,2430.25,399552.2312,5559.416667,2019
"kokomo, in",124089.0357,282.5833333,75.16666667,89,0.333333333,69.33333333,55.83333333,142504.4864,338.4166667,2019
"la crosse-onalaska, wi-mn",263520.8333,344.4166667,54.66666667,155,0.666666667,86.66666667,63.75,340797.3711,408.1666667,2019
"la grande, or",271370.8333,75.91666667,83.875,18.33333333,0.666666667,17,9,368908.9603,84.91666667,2019
"laconia, nh",324241,399.25,78.875,132,4.333333333,74,149.4166667,579061.5296,548.6666667,2019
"lafayette, la",215257.0595,2176.75,104.125,449.3333333,17.66666667,573.6666667,631.25,283590.1513,2808,2019
"lafayette-west lafayette, in",236636.3095,318.4166667,48.125,163,1.333333333,99.33333333,76.5,263584.0682,394.9166667,2019
"lagrange, ga",201203.0952,326.3333333,73.08333333,88.66666667,1.333333333,61.66666667,112.0833333,243092.7676,438.4166667,2019
"lake charles, la",234655.1786,985.4166667,91.45833333,232.3333333,13.66666667,232,48.25,323783.8584,1033.666667,2019
"lake city, fl",223132.1428,203.5833333,83,57.33333333,2.666666667,43.66666667,60.66666667,284917.7962,264.25,2019
"lake havasu city-kingman, az",305720.2381,1204.833333,75.125,365.3333333,19.33333333,285,585.0833333,374182.7387,1789.916667,2019
"lakeland-winter haven, fl",230060.75,3162.666667,65.20833333,1132.666667,139.3333333,891.6666667,1760.916667,279637.6918,4923.583333,2019
"lamesa, tx",160439.2441,24.08333333,79.04166667,7,0,2.333333333,9,189024.8685,33.08333333,2019
"lancaster, pa",290094.6429,1078.583333,60.33333333,470,37.66666667,266.6666667,53.5,343898.5728,1132.083333,2019
"lansing-east lansing, mi",180910.8452,1294.166667,55,575.6666667,10.66666667,372.3333333,744.5,230292.9941,2038.666667,2019
"laramie, wy",292456.1607,89.41666667,66.91666667,33.66666667,0,13.66666667,78.75,368598.7329,168.1666667,2019
"laredo, tx",183484.5238,535.9166667,61.875,162.6666667,3.333333333,92.66666667,2.333333333,219532.138,538.25,2019
"las cruces, nm",225123.8452,671.5833333,74.58333333,191.6666667,6.666666667,116.6666667,94.58333333,303475.282,766.1666667,2019
"las vegas, nm",214323.2143,175.4166667,180.5,22.33333333,0,12,20.58333333,320919.8473,196,2019
"las vegas-henderson-paradise, nv",318463.125,9260.666667,48.875,3995.333333,223,3772.333333,1158.083333,469506.1625,10418.75,2019
"laurel, ms",158654.7619,217.4166667,99.66666667,47.66666667,1,30,26.16666667,195099.6625,243.5833333,2019
"laurinburg, nc",150332.0238,103.0833333,135.3333333,15.33333333,0,9.333333333,31.5,180325.6403,134.5833333,2019
"lawrence, ks",313586.9048,405.5833333,52.91666667,175,1.333333333,91.66666667,26.41666667,352374.8066,432,2019
"lawrenceburg, tn",215512.5,118.0833333,65.04166667,39,0,25,27.16666667,284005.3464,145.25,2019
"lawton, ok",119965.8631,597.3333333,82.16666667,147,5,91,3.916666667,148923.9,601.25,2019
"lebanon, mo",190130.9524,158.9166667,77.5,47.66666667,0,27.66666667,58.58333333,256512.8032,217.5,2019
"lebanon, pa",240195.1905,312.8333333,74.875,114.6666667,7,71,12.25,261785.5776,325.0833333,2019
"levelland, tx",135828.4821,53.33333333,62.16666667,18,0.333333333,10,22,178212.8894,75.33333333,2019
"lewisburg, pa",245167.8572,178.1666667,103.8333333,34.33333333,0,37.66666667,51.66666667,302514.0978,229.8333333,2019
"lewisburg, tn",259743.3214,120,53.5,43.33333333,1.333333333,23.66666667,45.41666667,311269.721,165.4166667,2019
